CATEGORY_ID | NAME | SEX | AGE_CATEGORY | SEASON_ID
T11K | None | None | None | 2026
T12R | None | None | None | 2026
T12K | None | None | None | 2026
T13R | None | None | None | 2026
T13K | None | None | None | 2026
T10-11H | None | None | None | 2026
T12-13H | None | None | None | 2026
T14-15R | None | None | None | 2026
T16-18R | None | None | None | 2026
T10H | None | None | None | 2026
T10R | None | None | None | 2026
T11H | None | None | None | 2026
T11R | None | None | None | 2026
T12H | None | None | None | 2026
T12R | None | None | None | 2026
T7-8R | None | None | None | 2026
T7-8KH | None | None | None | 2026
T9R | None | None | None | 2026
T9KH | None | None | None | 2026
T10HR | None | None | None | 2026
T13HR | None | None | None | 2026
T8HR | None | None | None | 2026
T9HR | None | None | None | 2026
T15S | None | None | None | 2026
T10H | None | None | None | 2026
T11H | None | None | None | 2026
T12H | None | None | None | 2026
T13H | None | None | None | 2026
T9H | None | None | None | 2026
T10H | None | None | None | 2026
T10K | None | None | None | 2026
T11H | None | None | None | 2026
T11K | None | None | None | 2026
T12H | None | None | None | 2026
T12K | None | None | None | 2026
T13H | None | None | None | 2026
T13K | None | None | None | 2026
T14K | None | None | None | 2026
T7-8HR | None | None | None | 2026
T9H | None | None | None | 2026
T9R | None | None | None | 2026
T10R | None | None | None | 2026
T11R | None | None | None | 2026
T12R | None | None | None | 2026
T7H | None | None | None | 2026
T7R | None | None | None | 2026
T8H | None | None | None | 2026
T8R | None | None | None | 2026
T9H | None | None | None | 2026
T9R | None | None | None | 2026
T15R | None | None | None | 2026
T18R | None | None | None | 2026
T10H | None | None | None | 2026
T10K | None | None | None | 2026
T11H | None | None | None | 2026
T11K | None | None | None | 2026
T12H | None | None | None | 2026
T12K | None | None | None | 2026
T13H | None | None | None | 2026
T13K | None | None | None | 2026
T6Y | None | None | None | 2026
T7H | None | None | None | 2026
T7HR | None | None | None | 2026
T8H | None | None | None | 2026
T8HR | None | None | None | 2026
T9H | None | None | None | 2026
T9HR | None | None | None | 2026
T6K | None | None | None | 2026
T11KH | None | None | None | 2026
T13KH | None | None | None | 2026
T9Y | None | None | None | 2026
T10H | None | None | None | 2026
T11H | None | None | None | 2026
T12H | None | None | None | 2026
T9H | None | None | None | 2026
T12H | None | None | None | 2026
T13H | None | None | None | 2026
T7Y | None | None | None | 2026
T8Y | None | None | None | 2026
T9Y | None | None | None | 2026
T12H | None | None | None | 2026
T12K | None | None | None | 2026
T13H | None | None | None | 2026
T13K | None | None | None | 2026
T13H | None | None | None | 2026
T12H | None | None | None | 2026
T10H | None | None | None | 2026
T9K | None | None | None | 2026
T11-12H | None | None | None | 2026
T11-12R | None | None | None | 2026
T11-12K | None | None | None | 2026
T13-14H | None | None | None | 2026
T13-14R | None | None | None | 2026
T13-14K | None | None | None | 2026
T14-15H | None | None | None | 2026
T14-15R | None | None | None | 2026
T14-15K | None | None | None | 2026
T8-9Y | None | None | None | 2026
T10-11H | None | None | None | 2026
T10-11R | None | None | None | 2026
T10-11K | None | None | None | 2026
T12-13H | None | None | None | 2026
T12-13R | None | None | None | 2026
T12-13K | None | None | None | 2026
T14-15H | None | None | None | 2026
T14-15R | None | None | None | 2026
T14-15K | None | None | None | 2026
T8-9Y | None | None | None | 2026
T10H | None | None | None | 2026
T11-12R | None | None | None | 2026
T11H | None | None | None | 2026
T11HR | None | None | None | 2026
T10R | None | None | None | 2026
T11R | None | None | None | 2026
T12H | None | None | None | 2026
T12R | None | None | None | 2026
T13R | None | None | None | 2026
T13K | None | None | None | 2026
T14H | None | None | None | 2026
T14R | None | None | None | 2026
T8H | None | None | None | 2026
T8R | None | None | None | 2026
T9H | None | None | None | 2026
T9R | None | None | None | 2026
T161 | None | None | None | 2026
T162 | None | None | None | 2026
T135v5 | None | None | None | 2026
T125v5 | None | None | None | 2026
T15_alue | None | None | None | 2026
T10H | None | None | None | 2026
T10K | None | None | None | 2026
T12H | None | None | None | 2026
T12K | None | None | None | 2026
T8Y | None | None | None | 2026
T8-10S | None | None | None | 2026
T10H | None | None | None | 2026
T11H | None | None | None | 2026
T7HR | None | None | None | 2026
T8H | None | None | None | 2026
T8R | None | None | None | 2026
T9H | None | None | None | 2026
T9R | None | None | None | 2026
T10Y | None | None | None | 2026
T11Y | None | None | None | 2026
T12Y | None | None | None | 2026
T13Y | None | None | None | 2026
T14Y | None | None | None | 2026
T15Y | None | None | None | 2026
T10Y | None | None | None | 2026
T11Y | None | None | None | 2026
T12Y | None | None | None | 2026
T13Y | None | None | None | 2026
T5-6Y | None | None | None | 2026
T7Y | None | None | None | 2026
T8Y | None | None | None | 2026
T9Y | None | None | None | 2026
T6H | None | None | None | 2026
T6R | None | None | None | 2026
T14R | None | None | None | 2026
T14KH | None | None | None | 2026
T10-11H | None | None | None | 2026
T10-11K | None | None | None | 2026
T10R | None | None | None | 2026
T11R | None | None | None | 2026
T9H | None | None | None | 2026
T9R | None | None | None | 2026
T9K | None | None | None | 2026
T7H | None | None | None | 2026
T7R | None | None | None | 2026
T7K | None | None | None | 2026
T8H | None | None | None | 2026
T8R | None | None | None | 2026
T8K | None | None | None | 2026
T10H | None | None | None | 2026
T10R | None | None | None | 2026
T10K | None | None | None | 2026
T11H | None | None | None | 2026
T11R | None | None | None | 2026
T11K | None | None | None | 2026
T12H | None | None | None | 2026
T12R | None | None | None | 2026
T12K | None | None | None | 2026
T13H | None | None | None | 2026
T13R | None | None | None | 2026
T13K | None | None | None | 2026
T14Y | None | None | None | 2026
T7Y | None | None | None | 2026
T8HR | None | None | None | 2026
T8KH | None | None | None | 2026
T9HR | None | None | None | 2026
T9KH | None | None | None | 2026
T10H | None | None | None | 2026
T10R | None | None | None | 2026
T10K | None | None | None | 2026
T11H | None | None | None | 2026
T11R | None | None | None | 2026
T11K | None | None | None | 2026
T12H | None | None | None | 2026
T12R | None | None | None | 2026
T12K | None | None | None | 2026
T13H | None | None | None | 2026
T13R | None | None | None | 2026
T13K | None | None | None | 2026
T14HR | None | None | None | 2026
T14K | None | None | None | 2026
T7H | None | None | None | 2026
T7R | None | None | None | 2026
T7K | None | None | None | 2026
T8H | None | None | None | 2026
T8R | None | None | None | 2026
T8K | None | None | None | 2026
T9H | None | None | None | 2026
T9R | None | None | None | 2026
T9K | None | None | None | 2026
T10H | None | None | None | 2026
T10K | None | None | None | 2026
T11H | None | None | None | 2026
T11K | None | None | None | 2026
T12H | None | None | None | 2026
T12K | None | None | None | 2026
T13H | None | None | None | 2026
T13K | None | None | None | 2026
T14H | None | None | None | 2026
T15K | None | None | None | 2026
T8H | None | None | None | 2026
T8K | None | None | None | 2026
T9H | None | None | None | 2026
T9K | None | None | None | 2026
WU17BSG | None | None | None | 2026
KCT12 | None | None | None | 2026
T14PPK | None | None | None | 2026
T12PPK | None | None | None | 2026
T13KH | None | None | None | 2026
T12KH | None | None | None | 2026
T12-04 | None | None | None | 2025-26
T11-04 | None | None | None | 2025-26
T10-04 | None | None | None | 2025-26
T9-04 | None | None | None | 2025-26
T13 | None | None | None | 2026
T12 | None | None | None | 2026
T10 | None | None | None | 2026
T9T1 | None | None | None | 2026
T9T2 | None | None | None | 2026
T8T1 | None | None | None | 2026
T5 | None | None | None | 2026
T7T6 | None | None | None | 2026
T9T8 | None | None | None | 2026
T11T10 | None | None | None | 2026
T13T12 | None | None | None | 2026
T15T14 | None | None | None | 2026
T10H | None | None | None | 2026
T10R | None | None | None | 2026
T10K | None | None | None | 2026
T11H | None | None | None | 2026
T11R | None | None | None | 2026
T11K | None | None | None | 2026
T12H | None | None | None | 2026
T12R | None | None | None | 2026
T12K | None | None | None | 2026
T13H | None | None | None | 2026
T13R | None | None | None | 2026
T13K | None | None | None | 2026
T7H | None | None | None | 2026
T7R | None | None | None | 2026
T7K | None | None | None | 2026
T8H | None | None | None | 2026
T8R | None | None | None | 2026
T8K | None | None | None | 2026
T9H | None | None | None | 2026
T9R | None | None | None | 2026
T9K | None | None | None | 2026
T11Y | None | None | None | 2026
T13Y | None | None | None | 2026
T10Y | None | None | None | 2026
T11Y | None | None | None | 2026
T12Y | None | None | None | 2026
T13Y | None | None | None | 2026
T14Y | None | None | None | 2026
T15Y | None | None | None | 2026
T8Y | None | None | None | 2026
T9Y | None | None | None | 2026
T13HR | None | None | None | 2026
T14HR | None | None | None | 2026
5v5TREM | None | None | None | 2026
5v5TREN | None | None | None | 2026
5v5TREU | None | None | None | 2026
BFMK | None | None | None | 2026
BFMH | None | None | None | 2026
BFNH | None | None | None | 2026
BFSeka | None | None | None | 2026
ALP15 | None | None | None | 2026
ALP14 | None | None | None | 2026
XY | None | None | None | 2026
XR | None | None | None | 2026
XR | None | None | None | 2026
XR | None | None | None | 2026
XY | None | None | None | 2026
XR | None | None | None | 2026
XY | None | None | None | 2026
XR | None | None | None | 2026
ESC | None | None | None | 2026
ELU | None | None | None | 2026
SOVI | None | None | None | 2026
SOVL | None | None | None | 2026
SOVP | None | None | None | 2026
HP18 | None | None | None | 2026
HP16 | None | None | None | 2026
HP17 | None | None | None | 2026
HP13L | None | None | None | 2026
S6Y | None | None | None | 2026
PTU6 | None | None | None | 2026
S6HR | None | None | None | 2026
S6KH | None | None | None | 2026
S7HR | None | None | None | 2026
S8HR | None | None | None | 2026
S10HR | None | None | None | 2026
S13HR | None | None | None | 2026
S6HR | None | None | None | 2026
S7HR | None | None | None | 2026
S8HR | None | None | None | 2026
S9HR | None | None | None | 2026
S7HR | None | None | None | 2026
S8KH | None | None | None | 2026
S7HR | None | None | None | 2026
S8HR | None | None | None | 2026
S10Y | None | None | None | 2026
S11Y | None | None | None | 2026
S12Y | None | None | None | 2026
S13Y | None | None | None | 2026
S14Y | None | None | None | 2026
S15Y | None | None | None | 2026
S7Y | None | None | None | 2026
S8Y | None | None | None | 2026
S9Y | None | None | None | 2026
S10H | None | None | None | 2026
S10HR | None | None | None | 2026
S10R | None | None | None | 2026
S10K | None | None | None | 2026
S10KH | None | None | None | 2026
S11H | None | None | None | 2026
S11HR | None | None | None | 2026
S11R | None | None | None | 2026
S11K | None | None | None | 2026
S11KH | None | None | None | 2026
S9H | None | None | None | 2026
S9HR | None | None | None | 2026
S9R | None | None | None | 2026
S9K | None | None | None | 2026
S9KH | None | None | None | 2026
S10S | None | None | None | 2026
S11S | None | None | None | 2026
S12S | None | None | None | 2026
S13S | None | None | None | 2026
S9S | None | None | None | 2026
S6H | None | None | None | 2026
S6HR | None | None | None | 2026
S6R | None | None | None | 2026
S6K | None | None | None | 2026
S6KH | None | None | None | 2026
S7H | None | None | None | 2026
S7HR | None | None | None | 2026
S7R | None | None | None | 2026
S7K | None | None | None | 2026
S7KH | None | None | None | 2026
S8H | None | None | None | 2026
S8HR | None | None | None | 2026
S8R | None | None | None | 2026
S8K | None | None | None | 2026
S8KH | None | None | None | 2026
S9H | None | None | None | 2026
S9HR | None | None | None | 2026
S9R | None | None | None | 2026
S9K | None | None | None | 2026
S9KH | None | None | None | 2026
S7Y | None | None | None | 2026
S8Y | None | None | None | 2026
S9Y | None | None | None | 2026
S6Y | None | None | None | 2026
S6Y | None | None | None | 2026
S6Y | None | None | None | 2026
S6-7Y | None | None | None | 2026
S10R | None | None | None | 2026
S11R | None | None | None | 2026
S13R | None | None | None | 2026
S7R | None | None | None | 2026
S8R | None | None | None | 2026
S9R | None | None | None | 2026
S6Y | None | None | None | 2026
S10H | None | None | None | 2026
S11H | None | None | None | 2026
S12H | None | None | None | 2026
S7H | None | None | None | 2026
S8H | None | None | None | 2026
S9H | None | None | None | 2026
S6H | None | None | None | 2026
S6R | None | None | None | 2026
S6K | None | None | None | 2026
S6Y | None | None | None | 2026
S7Y | None | None | None | 2026
ESC12-15 | None | None | None | 2026
S11H | None | None | None | 2026
S11H | None | None | None | 2026
S13H | None | None | None | 2026
S13R | None | None | None | 2026
S8HR | None | None | None | 2026
S8HR | None | None | None | 2026
S9HR | None | None | None | 2026
S9HR | None | None | None | 2026
LEK1503 | None | None | None | 2026
Harrastefutsalturnau | None | None | None | 2025-26
M3K | None | None | None | 2026
LEK | None | None | None | 2026
