league_code,date,week,hg,ag,lam_h,lam_a
NO-PN1,2025-08-18,2025-08-18/2025-08-24,2,1,2.5298303503660344,2.495779471721351
NO-OBOS,2025-08-19,2025-08-18/2025-08-24,1,1,1.8567629150608782,1.1162823295992468
NO-TS,2025-08-20,2025-08-18/2025-08-24,3,1,3.654359930663167,0.7866853951225873
NO-TS,2025-08-20,2025-08-18/2025-08-24,0,2,0.3612506684188543,3.4008323022274873
M1,2025-08-21,2025-08-18/2025-08-24,1,1,2.004619442559313,0.8732473004734974
M1L,2025-08-22,2025-08-18/2025-08-24,0,0,2.1764083834077503,1.0319942477684059
M1L,2025-08-22,2025-08-18/2025-08-24,0,2,1.4039076703003308,1.4494430209325857
SW-DA,2025-08-22,2025-08-18/2025-08-24,1,0,2.497923008514959,1.219706636309428
NL,2025-08-22,2025-08-18/2025-08-24,5,2,3.0257820754552216,0.806647441799098
NL,2025-08-22,2025-08-18/2025-08-24,0,4,0.9744088719618335,1.5428735615869014
M1,2025-08-22,2025-08-18/2025-08-24,0,2,1.328777644586424,1.356253526431037
SW-DA,2025-08-22,2025-08-18/2025-08-24,2,3,1.6763991222341001,1.2022545284007706
VL,2025-08-22,2025-08-18/2025-08-24,3,2,2.0373719398763286,1.0156645077995623
NO-ELI,2025-08-22,2025-08-18/2025-08-24,2,2,1.8438476519346745,0.7119439583835464
M1L,2025-08-22,2025-08-18/2025-08-24,2,1,3.08333502515932,1.8117465563118054
NO-PN1,2025-08-23,2025-08-18/2025-08-24,2,0,1.4476730643866218,1.3620350056352208
SW-DA,2025-08-23,2025-08-18/2025-08-24,0,1,1.2586934891688142,1.3340115248860134
NO-PN1,2025-08-23,2025-08-18/2025-08-24,4,2,1.0151322362501856,1.8858470336583706
NO-PN2,2025-08-23,2025-08-18/2025-08-24,2,1,2.1785081069009578,1.133269485657027
NO-PN2,2025-08-23,2025-08-18/2025-08-24,1,5,1.7952882050208434,1.8617590631143601
NO-TS,2025-08-23,2025-08-18/2025-08-24,1,1,1.379162282566517,0.7182778336477537
SW-ES,2025-08-23,2025-08-18/2025-08-24,1,1,2.266952876276798,1.4029055054557513
SW-ES,2025-08-23,2025-08-18/2025-08-24,2,1,2.0008937724730496,0.884562386694272
SW-ES,2025-08-23,2025-08-18/2025-08-24,2,0,2.2444430043653654,1.4342214136423441
M1,2025-08-23,2025-08-18/2025-08-24,4,3,1.2412438446947398,1.6311960601841464
M1,2025-08-23,2025-08-18/2025-08-24,0,3,2.011365358146175,1.6297691637706964
M1,2025-08-23,2025-08-18/2025-08-24,1,1,2.236463112317643,1.4770087265317
NO-1DK,2025-08-23,2025-08-18/2025-08-24,2,2,2.1206611874283348,0.6713257880984057
NO-1DK,2025-08-23,2025-08-18/2025-08-24,1,0,0.6433122717703942,0.867339677759294
SW-ES,2025-08-23,2025-08-18/2025-08-24,1,1,1.4974165269186634,2.2686845205458144
SW-ES,2025-08-23,2025-08-18/2025-08-24,1,3,1.7115870308428407,1.179967186298355
SW-ES,2025-08-23,2025-08-18/2025-08-24,1,0,1.8574097023805691,0.7169350567831615
NO-OBOS,2025-08-23,2025-08-18/2025-08-24,1,1,1.5911668036264066,1.2289295758856131
NO-OBOS,2025-08-23,2025-08-18/2025-08-24,1,1,1.3795573322433585,1.741203016272449
NO-OBOS,2025-08-23,2025-08-18/2025-08-24,1,2,1.3026744534243802,1.57089356901038
NO-OBOS,2025-08-23,2025-08-18/2025-08-24,1,1,1.7121199361843942,1.1230295745861427
NO-OBOS,2025-08-23,2025-08-18/2025-08-24,1,2,0.7173144164011591,2.344812136753379
SW-EN,2025-08-23,2025-08-18/2025-08-24,3,0,2.7553222235064685,1.0598451632712147
NO-OBOS,2025-08-23,2025-08-18/2025-08-24,3,1,2.3696042291494974,1.5583615101365047
NO-OBOS,2025-08-23,2025-08-18/2025-08-24,3,1,1.9615372938348734,1.1383716459550934
M1L,2025-08-23,2025-08-18/2025-08-24,0,1,3.117276185494891,1.2651700544475957
M1L,2025-08-23,2025-08-18/2025-08-24,0,1,0.6892080265212994,1.4585287443376955
SW-DA,2025-08-23,2025-08-18/2025-08-24,1,3,3.253385479253455,0.5708035577055316
NO-TS,2025-08-23,2025-08-18/2025-08-24,1,0,1.5836419934123789,0.7086155722614362
NO-TS,2025-08-23,2025-08-18/2025-08-24,1,1,0.8004704094036665,1.7357793955336884
NO-OBOS,2025-08-23,2025-08-18/2025-08-24,2,3,0.8410752183067393,1.7722541724438146
SW-DA,2025-08-23,2025-08-18/2025-08-24,2,5,0.9485533103164933,2.3089396539582436
SW-EE,2025-08-23,2025-08-18/2025-08-24,0,1,2.7087853015269325,1.0331090355084018
SW-EE,2025-08-23,2025-08-18/2025-08-24,0,1,1.5575707055088306,1.2366967555316448
SW-EE,2025-08-23,2025-08-18/2025-08-24,2,0,1.067593065444695,0.581861308160308
SW-SE,2025-08-23,2025-08-18/2025-08-24,2,2,2.523469620618361,1.3758262314892773
NO-PN2,2025-08-23,2025-08-18/2025-08-24,2,2,1.6194983911322214,2.146582860332326
VL,2025-08-23,2025-08-18/2025-08-24,1,0,1.4302507903091841,1.7709949577668804
SW-EE,2025-08-23,2025-08-18/2025-08-24,1,1,1.9805331769135597,1.2733963779486739
SW-EE,2025-08-23,2025-08-18/2025-08-24,2,3,1.387680821624698,2.514843885893918
SW-EE,2025-08-23,2025-08-18/2025-08-24,0,1,0.6060389439731899,3.4787482310382765
NO-PN2,2025-08-23,2025-08-18/2025-08-24,1,4,1.112679905499405,1.1899384591624573
NO-PN2,2025-08-23,2025-08-18/2025-08-24,2,2,2.3462439433553404,1.9083324043557122
SW-AL,2025-08-24,2025-08-18/2025-08-24,0,0,1.6506559403429046,1.0497483818901725
NO-PN1,2025-08-24,2025-08-18/2025-08-24,0,1,1.8039543969008003,0.990383421303774
NO-PN1,2025-08-24,2025-08-18/2025-08-24,1,1,1.6382936589421235,3.0338978050676455
NO-PN1,2025-08-24,2025-08-18/2025-08-24,2,4,1.4861199512135979,2.1741503522809724
SW-AL,2025-08-24,2025-08-18/2025-08-24,1,5,1.572913817159253,1.4713081443346887
SW-AL,2025-08-24,2025-08-18/2025-08-24,1,0,1.6168398779990236,1.2116160462579693
SW-AL,2025-08-24,2025-08-18/2025-08-24,3,1,1.08061500233115,1.953753719924468
NO-PN1,2025-08-24,2025-08-18/2025-08-24,0,0,2.194096099829013,0.4989153616419306
SW-AL,2025-08-24,2025-08-18/2025-08-24,0,1,0.6023496898290234,1.7543404172935075
SW-EN,2025-08-24,2025-08-18/2025-08-24,2,3,2.0200163439713794,1.5640275467829836
SW-SE,2025-08-24,2025-08-18/2025-08-24,3,0,1.9794992606888808,1.439859875619287
NO-PN1,2025-08-24,2025-08-18/2025-08-24,1,1,2.3820603664623827,1.3392738867177523
SW-SE,2025-08-24,2025-08-18/2025-08-24,1,1,1.8327534948844892,1.0346244859549152
NO-PN2,2025-08-24,2025-08-18/2025-08-24,2,2,2.3556435339402757,1.5592003717411218
M1,2025-08-24,2025-08-18/2025-08-24,1,1,2.502385681410013,1.9146787231295155
VL,2025-08-24,2025-08-18/2025-08-24,8,2,2.9283420302179985,0.9952501600037855
VL,2025-08-24,2025-08-18/2025-08-24,1,3,0.8774144220994861,1.5448938501992442
NO-1DK,2025-08-24,2025-08-18/2025-08-24,3,1,1.4453170656130616,1.058102372219475
NO-1DK,2025-08-24,2025-08-18/2025-08-24,1,1,1.2743656902758542,2.804354169517796
NO-1DK,2025-08-24,2025-08-18/2025-08-24,2,1,3.217029543424424,0.7492842810133827
NO-1DK,2025-08-24,2025-08-18/2025-08-24,1,4,1.6589685918808534,2.6031339865841137
NO-PN2,2025-08-24,2025-08-18/2025-08-24,5,3,1.679489683309264,1.2900458577755323
NL,2025-08-24,2025-08-18/2025-08-24,0,2,1.1459407935722805,2.9556155350060154
SW-AL,2025-08-24,2025-08-18/2025-08-24,1,2,2.281319435594093,0.8149641500566048
NO-ELI,2025-08-24,2025-08-18/2025-08-24,2,3,0.6960141698476575,2.2761261479819703
NO-ELI,2025-08-24,2025-08-18/2025-08-24,2,2,1.8907966084225956,1.0460466361491425
SW-EN,2025-08-24,2025-08-18/2025-08-24,3,1,1.6815975215583385,0.7156150472291586
SW-EN,2025-08-24,2025-08-18/2025-08-24,4,2,1.6523457667966805,1.4880773695979403
SW-EN,2025-08-24,2025-08-18/2025-08-24,2,0,1.5036829212899476,1.0367450626161823
SW-EN,2025-08-24,2025-08-18/2025-08-24,2,1,2.2160585881853434,0.4803906972841395
SW-ES,2025-08-24,2025-08-18/2025-08-24,1,3,1.1753416416811575,2.0943271483387877
SW-EN,2025-08-24,2025-08-18/2025-08-24,0,1,1.7033745972158882,2.3435744603850734
SW-DA,2025-08-24,2025-08-18/2025-08-24,1,3,1.1404558098917974,1.6586329839553349
SW-DA,2025-08-24,2025-08-18/2025-08-24,3,0,0.737124843983913,2.0923359608118424
NO-ELI,2025-08-24,2025-08-18/2025-08-24,2,0,1.380303185316056,1.249920903668229
SW-EE,2025-08-24,2025-08-18/2025-08-24,1,0,2.4562774633977806,0.4459631080273768
SW-EN,2025-08-25,2025-08-25/2025-08-31,4,3,2.0972407496078276,1.500938419326755
VL,2025-08-25,2025-08-25/2025-08-31,2,3,1.0585267614343954,2.231439227435093
SW-SE,2025-08-25,2025-08-25/2025-08-31,1,0,0.908366629099086,1.5411169444008948
VL,2025-08-25,2025-08-25/2025-08-31,3,2,2.0116046917217814,1.2830695060918618
SW-SE,2025-08-25,2025-08-25/2025-08-31,1,1,1.474446529747525,1.0522070001168327
NO-ELI,2025-08-25,2025-08-25/2025-08-31,0,1,1.9603318386528923,1.17676067443961
SW-ES,2025-08-25,2025-08-25/2025-08-31,2,1,0.7918710778134429,0.8938182571651364
SW-SE,2025-08-25,2025-08-25/2025-08-31,0,1,1.1618825185760098,1.0129044757521224
SW-SE,2025-08-25,2025-08-25/2025-08-31,4,0,1.619079232612392,0.9124793565780601
SW-AL,2025-08-25,2025-08-25/2025-08-31,1,2,1.1373270364869716,1.1362434386109916
SW-AL,2025-08-25,2025-08-25/2025-08-31,0,2,0.9481487319331773,1.3192315836891872
SW-SE,2025-08-26,2025-08-25/2025-08-31,2,0,1.350114003056098,0.8525241779519763
SW-EE,2025-08-27,2025-08-25/2025-08-31,0,2,1.0167241673198502,1.4120873061905153
M1,2025-08-27,2025-08-25/2025-08-31,0,1,1.7519757189289502,1.1526431374324992
M1L,2025-08-28,2025-08-25/2025-08-31,2,2,1.7768122876154573,1.1859964278227808
M1L,2025-08-29,2025-08-25/2025-08-31,0,2,1.2618261807185118,0.8162172147358302
M1L,2025-08-29,2025-08-25/2025-08-31,0,0,1.6726941424353938,1.9587763481578557
M2,2025-08-29,2025-08-25/2025-08-31,3,0,2.298144976925492,2.0049008634524905
M2,2025-08-29,2025-08-25/2025-08-31,7,0,2.090896671039896,0.7307914585204576
M2,2025-08-29,2025-08-25/2025-08-31,4,1,2.3258885155309343,1.1015357042478895
SW-DA,2025-08-30,2025-08-25/2025-08-31,3,1,2.6528937971550635,1.0925134535242875
SW-DA,2025-08-30,2025-08-25/2025-08-31,1,2,0.9456183473512231,1.5745507115336619
NO-PN2,2025-08-30,2025-08-25/2025-08-31,0,1,1.2167476558819208,1.9106781428765778
SW-AL,2025-08-30,2025-08-25/2025-08-31,3,0,1.8078989924484856,1.9323632169950333
SW-AL,2025-08-30,2025-08-25/2025-08-31,1,0,2.5716352760525316,0.5319273462867855
NO-PN2,2025-08-30,2025-08-25/2025-08-31,0,2,1.9207371366462118,2.5314802491024677
NO-PN2,2025-08-30,2025-08-25/2025-08-31,1,3,1.456302197935551,1.1779086407742074
NO-PN2,2025-08-30,2025-08-25/2025-08-31,8,1,2.9665364689211153,1.1001081802339943
M2,2025-08-30,2025-08-25/2025-08-31,11,0,4.176291274125469,1.0712520044091405
M2,2025-08-30,2025-08-25/2025-08-31,7,0,2.245344367719812,0.7986549485005163
NO-ELI,2025-08-30,2025-08-25/2025-08-31,3,2,2.0179034014145563,1.1139750013364904
M1L,2025-08-30,2025-08-25/2025-08-31,3,3,1.745321160061129,3.346522137214447
SW-AL,2025-08-30,2025-08-25/2025-08-31,1,0,2.189699219142984,0.9960210270252845
SW-SE,2025-08-30,2025-08-25/2025-08-31,2,1,1.2552447163452496,1.2442670919870424
M1L,2025-08-30,2025-08-25/2025-08-31,2,1,2.257488287454353,0.7953350268381645
M2,2025-08-30,2025-08-25/2025-08-31,3,0,1.8418053228999098,1.5712393845014734
SW-SE,2025-08-30,2025-08-25/2025-08-31,0,0,0.8021468809729182,1.6851167522720805
SW-SE,2025-08-30,2025-08-25/2025-08-31,2,1,1.4691892611242836,1.1289749221264636
NO-PN1,2025-08-30,2025-08-25/2025-08-31,1,0,2.1005970022899083,1.0301392365045123
NL,2025-08-30,2025-08-25/2025-08-31,5,1,2.76814421912209,1.8412832741540797
NL,2025-08-30,2025-08-25/2025-08-31,2,5,0.8938023103157152,1.6805062352197802
SW-EE,2025-08-30,2025-08-25/2025-08-31,2,4,0.7976116650960999,1.0555264482824325
SW-EE,2025-08-30,2025-08-25/2025-08-31,4,0,2.5468751202448345,0.7658637337331751
NO-OBOS,2025-08-30,2025-08-25/2025-08-31,3,1,2.3999715776174924,1.7190875387966087
NO-OBOS,2025-08-30,2025-08-25/2025-08-31,3,1,2.924376342124042,0.44462593002454326
SW-ES,2025-08-30,2025-08-25/2025-08-31,3,0,1.7987364246342976,1.449682497829597
SW-ES,2025-08-30,2025-08-25/2025-08-31,1,0,1.0665754923547126,1.2458982821083857
SW-ES,2025-08-30,2025-08-25/2025-08-31,3,0,1.6264906297817008,1.0221730007532794
SW-ES,2025-08-30,2025-08-25/2025-08-31,2,1,1.0807406976444904,1.5413175534777925
SW-ES,2025-08-30,2025-08-25/2025-08-31,0,0,1.4321266722842385,2.2128412978517042
SW-EN,2025-08-30,2025-08-25/2025-08-31,0,0,1.8279441980601052,0.7325547638074439
SW-EN,2025-08-30,2025-08-25/2025-08-31,3,1,2.194809466798797,1.8892026006457932
SW-EN,2025-08-30,2025-08-25/2025-08-31,5,1,1.5453247701333674,1.2550928696777792
NO-OBOS,2025-08-30,2025-08-25/2025-08-31,1,1,2.2989613410140337,1.3022502563112126
NO-OBOS,2025-08-30,2025-08-25/2025-08-31,2,4,1.3761839072654654,1.5357465506629424
NO-OBOS,2025-08-30,2025-08-25/2025-08-31,1,1,0.9019624590734165,2.1251849109392227
NO-PN1,2025-08-30,2025-08-25/2025-08-31,3,1,2.059095723652528,1.2050462209463606
NO-OBOS,2025-08-30,2025-08-25/2025-08-31,1,1,1.4563580319533975,1.5659614930835708
NO-PN1,2025-08-30,2025-08-25/2025-08-31,2,1,0.751380258700032,1.5108233519801377
M2,2025-08-30,2025-08-25/2025-08-31,6,1,2.099225713389407,1.4480323695923667
SW-DA,2025-08-30,2025-08-25/2025-08-31,0,3,1.5012245182008923,0.7837423415597343
M2,2025-08-30,2025-08-25/2025-08-31,3,0,1.8962368524764166,1.2608365998094206
NO-1DK,2025-08-30,2025-08-25/2025-08-31,4,1,1.991087865139398,0.7782189786267059
SW-SE,2025-08-30,2025-08-25/2025-08-31,4,0,1.5358898742174385,1.189287180128252
SW-EE,2025-08-30,2025-08-25/2025-08-31,2,2,1.1205298902432415,1.7014555468280048
SW-SE,2025-08-30,2025-08-25/2025-08-31,3,2,1.2402723387674452,1.1262849646190036
SW-EE,2025-08-30,2025-08-25/2025-08-31,3,1,2.6942992278140494,1.0913292642857133
M1,2025-08-30,2025-08-25/2025-08-31,2,1,2.287842279262473,1.7099464574403174
SW-EE,2025-08-30,2025-08-25/2025-08-31,6,1,2.6819438524058192,0.7966367053922192
M1,2025-08-30,2025-08-25/2025-08-31,3,3,2.0204699361204406,1.1780158403655157
M1,2025-08-30,2025-08-25/2025-08-31,1,3,2.288168321659169,0.9711435612721714
M1,2025-08-30,2025-08-25/2025-08-31,1,1,2.6583235248836043,1.108144565860975
M1,2025-08-30,2025-08-25/2025-08-31,0,5,2.301004425377129,1.6472698680724276
NO-1DK,2025-08-30,2025-08-25/2025-08-31,4,0,2.773204586527989,0.9017944189672858
M2,2025-08-30,2025-08-25/2025-08-31,0,7,1.1285507640198404,3.2133829088459
M2,2025-08-30,2025-08-25/2025-08-31,7,0,4.480241726263073,1.026449174819989
M1,2025-08-30,2025-08-25/2025-08-31,2,0,1.896195416765248,0.7712234144168233
M2,2025-08-30,2025-08-25/2025-08-31,3,1,4.308395427813929,0.7250364590364613
NO-ELI,2025-08-31,2025-08-25/2025-08-31,2,0,1.3516722329329476,1.3229831776910363
NO-ELI,2025-08-31,2025-08-25/2025-08-31,1,2,1.3138102569379335,2.0132086756885985
SW-DA,2025-08-31,2025-08-25/2025-08-31,2,1,1.5740906718634289,1.102355298103923
NO-OBOS,2025-08-31,2025-08-25/2025-08-31,2,3,2.0084726018821333,1.2996467978833346
M2,2025-08-31,2025-08-25/2025-08-31,0,3,2.333946303267614,1.700200462621253
M2,2025-08-31,2025-08-25/2025-08-31,0,4,1.3218869924432066,4.165963081138809
NO-OBOS,2025-08-31,2025-08-25/2025-08-31,0,0,1.5725520285075518,0.8331108002801384
NO-ELI,2025-08-31,2025-08-25/2025-08-31,1,3,1.5707940013670487,1.284444008366237
NO-ELI,2025-08-31,2025-08-25/2025-08-31,2,2,2.243457702073864,0.4856561847119995
NO-ELI,2025-08-31,2025-08-25/2025-08-31,2,2,1.1746964352510991,1.9156796945870402
M2,2025-08-31,2025-08-25/2025-08-31,1,2,2.6891869501731134,2.1461899373528612
SW-DA,2025-08-31,2025-08-25/2025-08-31,1,2,1.590527754957537,2.2730683396033973
SW-ES,2025-08-31,2025-08-25/2025-08-31,0,4,1.7719434285456943,1.8358358309501204
NO-ELI,2025-08-31,2025-08-25/2025-08-31,2,1,2.240086129859822,1.126370036782786
VL,2025-08-31,2025-08-25/2025-08-31,1,2,1.6915783787230254,1.159081203344575
VL,2025-08-31,2025-08-25/2025-08-31,1,4,1.1339739811310572,3.904021481194193
VL,2025-08-31,2025-08-25/2025-08-31,2,1,1.8954512203152685,0.8525230706715516
VL,2025-08-31,2025-08-25/2025-08-31,1,1,1.5197270514319419,1.5306458596415182
SW-EE,2025-08-31,2025-08-25/2025-08-31,1,1,0.3169664802674192,2.2958783906755458
SW-EE,2025-08-31,2025-08-25/2025-08-31,0,1,1.6749735409219388,1.864242268006772
VL,2025-08-31,2025-08-25/2025-08-31,3,2,1.4558587886233922,1.4029250125134771
VL,2025-08-31,2025-08-25/2025-08-31,2,1,2.9044774690515904,0.9227131333616527
NO-1DK,2025-08-31,2025-08-25/2025-08-31,1,1,2.74669235583043,1.6314137667954312
SW-ES,2025-08-31,2025-08-25/2025-08-31,4,1,2.680110727156377,0.8475772312081475
NO-1DK,2025-08-31,2025-08-25/2025-08-31,2,1,1.737877093380786,1.3080289275809103
NO-PN1,2025-08-31,2025-08-25/2025-08-31,0,1,1.5783011774953473,1.3001945319551775
NO-PN1,2025-08-31,2025-08-25/2025-08-31,3,2,3.6038135061723633,1.3894136610977526
NO-PN1,2025-08-31,2025-08-25/2025-08-31,2,0,1.7650870060312742,1.0321983741250307
NO-1DK,2025-08-31,2025-08-25/2025-08-31,3,2,1.412037417963367,0.6136980640906031
NO-1DK,2025-08-31,2025-08-25/2025-08-31,4,1,2.0583910573069706,0.7000039378596777
SW-EN,2025-08-31,2025-08-25/2025-08-31,3,1,2.0031978810448545,1.2241140922283051
SW-EN,2025-08-31,2025-08-25/2025-08-31,0,2,0.8999378812179455,1.819829875681546
SW-EN,2025-08-31,2025-08-25/2025-08-31,2,0,3.359069596016695,1.3956445630294045
SW-EN,2025-08-31,2025-08-25/2025-08-31,4,3,1.4644201292685248,2.0278027085738786
NO-PN1,2025-08-31,2025-08-25/2025-08-31,4,0,2.563860449158841,1.0075420653796876
SW-DA,2025-08-31,2025-08-25/2025-08-31,0,4,0.9143130970764113,3.478266958529544
NO-ELI,2025-08-31,2025-08-25/2025-08-31,3,1,1.031233597278792,1.9032688682220134
SW-SE,2025-08-31,2025-08-25/2025-08-31,2,1,2.2624171234948873,0.8374003004061135
NO-PN2,2025-08-31,2025-08-25/2025-08-31,0,2,2.743319382907268,1.9449577982963673
NO-PN2,2025-08-31,2025-08-25/2025-08-31,1,4,1.9235919322677764,1.1457375079978973
NO-PN2,2025-08-31,2025-08-25/2025-08-31,1,2,2.365043741218456,1.3264450959103695
SW-AL,2025-08-31,2025-08-25/2025-08-31,0,4,0.9491319049999831,1.547848142848719
SW-AL,2025-08-31,2025-08-25/2025-08-31,1,1,2.438040175077827,0.5528560355355008
SW-AL,2025-08-31,2025-08-25/2025-08-31,2,1,1.3668179385673025,1.024972347014167
SW-AL,2025-08-31,2025-08-25/2025-08-31,2,1,2.0764699089836665,0.9738974392200815
SW-AL,2025-08-31,2025-08-25/2025-08-31,4,0,1.3960280494695032,0.6701255994851026
SW-SE,2025-08-31,2025-08-25/2025-08-31,0,2,0.8014442533017091,1.5974336253405665
SW-SE,2025-08-31,2025-08-25/2025-08-31,1,2,1.3714899624251804,2.4382061477344186
SW-EN,2025-09-01,2025-09-01/2025-09-07,4,0,1.4533972760776641,0.7118412680216695
SW-ES,2025-09-01,2025-09-01/2025-09-07,2,1,2.332264643143994,0.4538089233675108
M2,2025-09-02,2025-09-01/2025-09-07,2,4,1.3340522274138358,1.6596608935341006
NL,2025-09-02,2025-09-01/2025-09-07,0,6,0.3855633079594018,4.425272741506257
M2,2025-09-03,2025-09-01/2025-09-07,1,3,1.1863204785148262,2.2326851862051273
M2,2025-09-03,2025-09-01/2025-09-07,1,1,1.5665736854608607,0.9542370238531817
M2,2025-09-03,2025-09-01/2025-09-07,1,1,5.290369293615804,1.9591691339597708
M2,2025-09-03,2025-09-01/2025-09-07,3,7,1.5097987108195665,2.6380139465927788
NO-TS,2025-09-03,2025-09-01/2025-09-07,0,1,0.5502531573133322,2.40193901488636
M2,2025-09-03,2025-09-01/2025-09-07,1,6,2.4817894780972316,1.5846362731263461
M2,2025-09-04,2025-09-01/2025-09-07,1,2,0.9765721492037309,2.0549807710159214
M2,2025-09-04,2025-09-01/2025-09-07,2,3,1.997917192844381,0.8773648767139871
M1L,2025-09-05,2025-09-01/2025-09-07,4,0,2.3250033147491167,1.7675628864318376
M1L,2025-09-05,2025-09-01/2025-09-07,2,3,1.876678123376941,2.0998007136705277
SW-ES,2025-09-05,2025-09-01/2025-09-07,1,0,1.7710046596016262,1.1459978022440447
SW-DA,2025-09-05,2025-09-01/2025-09-07,3,2,1.1419262927983185,1.4476947954367754
M2,2025-09-05,2025-09-01/2025-09-07,2,0,1.7450267877511874,1.7942255152853994
SW-EN,2025-09-05,2025-09-01/2025-09-07,2,2,1.2080259801084117,1.6439642594651405
NO-TS,2025-09-05,2025-09-01/2025-09-07,1,2,0.8534173728175791,1.3619694877878126
NO-PN2,2025-09-06,2025-09-01/2025-09-07,4,1,1.7476173289143526,1.9440415920634928
NO-PN2,2025-09-06,2025-09-01/2025-09-07,1,1,1.6311058620530872,1.9724303454544048
NO-PN2,2025-09-06,2025-09-01/2025-09-07,3,3,2.004707468050522,1.4427163952022013
SW-EE,2025-09-06,2025-09-01/2025-09-07,0,1,1.0163461796109075,1.9334548899313044
SW-EE,2025-09-06,2025-09-01/2025-09-07,3,0,1.5803918173195621,1.1479263984408516
SW-EE,2025-09-06,2025-09-01/2025-09-07,1,0,1.439366391907558,2.4221041173524793
SW-EE,2025-09-06,2025-09-01/2025-09-07,1,1,0.2834365744045195,2.4594349572157523
SW-EE,2025-09-06,2025-09-01/2025-09-07,4,0,4.223516327983255,0.9783172826914445
M2,2025-09-06,2025-09-01/2025-09-07,3,1,2.045963366293271,1.314621373667308
SW-EN,2025-09-06,2025-09-01/2025-09-07,3,2,2.5351324298328883,1.303262285557312
NO-PN2,2025-09-06,2025-09-01/2025-09-07,6,0,3.0875996359934876,0.9532131722310334
NO-1DK,2025-09-06,2025-09-01/2025-09-07,4,1,3.15323143957238,1.240032513195797
SW-ES,2025-09-06,2025-09-01/2025-09-07,1,2,2.008116945202838,1.3380861472095509
NO-PN1,2025-09-06,2025-09-01/2025-09-07,1,1,1.886489331333695,1.4147112153752397
NL,2025-09-06,2025-09-01/2025-09-07,6,1,3.2573459964112748,0.6912367004934195
NL,2025-09-06,2025-09-01/2025-09-07,5,1,2.2496285036068224,1.4006071962636342
NO-PN1,2025-09-06,2025-09-01/2025-09-07,0,2,1.8558659625058271,1.0211152175470506
